"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","_WARN_","I_BAD","U_BAD","P_BAD1","P_BAD0","EM_EVENTPROBABILITY","EM_PROBABILITY","EM_CLASSIFICATION"
"           0","       14400","       75360","      105737","HomeImp","ProfExe","           8","           0","           0","  121.298029","           1","          27","24.761899592","","0","           0","0.0381060075","0.9618939925","0.0381060075","0.9618939925","0"
"           0","       14400","       79288","       92391","DebtCon","ProfExe","           8","           0","           1","341.50155908","           .","          41","39.435496901","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14400","       46551","       68545","DebtCon","Other","           7","           0","           0","118.74648606","           3","          49","29.571263376","","0","           0","0.0601097953","0.9398902047","0.0601097953","0.9398902047","0"
"           0","       14400","50381.529912","      102223","DebtCon","ProfExe","           9","           2","           0","  176.418283","           0","          30","27.644954624","","0","           0","0.0837804588","0.9162195412","0.0837804588","0.9162195412","0"
"           0","       14400","       45138","       52029","DebtCon","Other","           .","           0","           0"," 94.38539454","           0","          15","40.136054213","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14400","      111914","      142105","DebtCon","ProfExe","           3","           0","           0","284.51696603","           1","          46","32.911384663","","0","           0","0.0319961042","0.9680038958","0.0319961042","0.9680038958","0"
"           0","       14400","      100487","36286.581765","DebtCon","Other","          11","           0","           0","179.34102702","           0","          27","35.852863711","","0","           0","0.0490276975","0.9509723025","0.0490276975","0.9509723025","0"
"           0","       14400","       78777","      103344","HomeImp","ProfExe","1.3175138535","           0","           0","104.40459654","           1","          27"," 24.35085757","","0","           0","0.0393090512","0.9606909488","0.0393090512","0.9606909488","0"
"           0","       14500","       52440","       62150","DebtCon","Other","2.7930192942","           0","           0","174.67690038","           0","          13","27.191720909","","0","           0","0.0457060361","0.9542939639","0.0457060361","0.9542939639","0"
"           0","       14500","       71511","       88632","DebtCon","Other","           9","           0","           0","85.748149115","           2","          11","31.547811669","","0","           0","0.0950330614","0.9049669386","0.0950330614","0.9049669386","0"
"           0","       14500","       54927","       63177","DebtCon","Other","           3","           0","           0","178.93616767","           0","          14","27.062233476","","0","           0","0.0438436967","0.9561563033","0.0438436967","0.9561563033","0"
"           0","       14500","           .","       30625","DebtCon","Other","          11","           .","           .","89.856577087","           2","           9","33.474513805","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14500","       70896","       91652","HomeImp","Office","          24","           0","           0","163.99161436","           2","          13","41.492816338","","0","           0"," 0.120824818"," 0.879175182"," 0.120824818"," 0.879175182","0"
"           0","       14500","       35799"," 40810.75422","HomeImp","Other","          10","           0","           0","123.21810499","           1","           9","18.324935276","","0","           0","0.0345201998","0.9654798002","0.0345201998","0.9654798002","0"
"           0","12087.931507","       67956","20273.673946","DebtCon","Other","0.6757937538","           0","           0","233.39727318","           2","          26","31.316415415","","0","           0","0.0481368102","0.9518631898","0.0481368102","0.9518631898","0"
"           1","2201.9022048","       38986","       49970","HomeImp","Other","           1","           8","           1","220.91726199","           0","          17","47.914521113","","1","           1","0.9257325507","0.0742674493","0.9257325507","0.9257325507","1"
"           1","       14500","  51135.9569","       98900","DebtCon","Other","          18","           0","           0","177.86666667","           .","          11","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14500","       49348","6466.3181279","DebtCon","Office","         0.2","           0","           0","       178.6","           0","          25","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       14500","      149000","           .","DebtCon","ProfExe","          25","           0","           2","       384.5","           0","          71","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14500","      100685","      129840","HomeImp","ProfExe","2.5956943895","           0","           0","166.84639629","           2","          32","27.527227051","","0","           0","0.0429862222","0.9570137778","0.0429862222","0.9570137778","0"
"           0","       14500","       67631","       89458","DebtCon","Other","1.8822673102","           0","           0","24.955529607","           1","           4","39.103725167","","0","           0","0.1787953784","0.8212046216","0.1787953784","0.8212046216","0"
"           0","       14500","46735.601623","       78444","DebtCon","","           7","           .","           .","           .","           .","           .","24.539945806","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14500","           .","       35183","DebtCon","Other","          12","           .","           ."," 94.36324735","           1","           8","32.605000982","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14500","       78503","       90558","DebtCon","Mgr","          19","           0","           0","250.45228937","          10","          24","36.876234534","","0","           0"," 0.153342405"," 0.846657595"," 0.153342405"," 0.846657595","0"
"           0","       14500","       41911","       54985","DebtCon","ProfExe","           4","           0","           0","254.66452576","           0","          35","38.724679607","","0","           0","0.0557995932","0.9442004068","0.0557995932","0.9442004068","0"
"           0","       14600","       54040","       66442","DebtCon","Other","           6","           0","           0","237.59925433","           0","          18","34.883435314","","0","           0","0.0612298909","0.9387701091","0.0612298909","0.9387701091","0"
"           0","       14600","           .","       66776","","","           8","           0","           0","118.97606272","           0","          14","25.963060686","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","2837.2574654","       15411","       50493","HomeImp","Office","          24","           0","           0","259.74689056","           0","          19","30.568713386","","0","           0","0.0397147164","0.9602852836","0.0397147164","0.9602852836","0"
"           0","       14600","       58229","       74027","DebtCon","Other","           2","           0","           0","228.56035401","           0","           9","34.124242283","","0","           0","0.0677023688","0.9322976312","0.0677023688","0.9322976312","0"
"           0","       14600","       68182","       83091","DebtCon","Office","           5","           0","           0","135.84837377","           0","          19","24.684137856","","0","           0"," 0.032096697"," 0.967903303"," 0.032096697"," 0.967903303","0"
"           0","       14600","37434.230259","       63603","DebtCon","Other","           .","           0","           0","107.12103915","           2","          19","41.932036627","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14600","       59658","       80384","DebtCon","","           8","           .","           .","           .","           .","           .","25.192869401","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       14600","      124000","      168000","DebtCon","ProfExe","0.6465886257","           0","           0","146.86666667","           2","          29","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14600","        4810","       88000","HomeImp","Other","          14","           0","           1","266.83333333","           0","          23","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14600","      206126","      235912","HomeImp","ProfExe","          10","           0","           0","236.50811644","           0","          21","30.181217161","","0","           0","0.0302444709","0.9697555291","0.0302444709","0.9697555291","0"
"           0","1097.1289544","       28050","       49244","HomeImp","Other","           9","           0","           0","122.11663939","           1","           9"," 20.82876656","","0","           0","0.0453830928","0.9546169072","0.0453830928","0.9546169072","0"
"           0","       14600","       16535","       46993","HomeImp","Office","          24","           0","           0","260.89153319","           0","          20","  28.1898371","","0","           0","0.0317884973","0.9682115027","0.0317884973","0.9682115027","0"
"           0","       14600","       76194","      106461","DebtCon","Other","           4","           0","           0","80.706197627","           1","          13","34.529550086","","0","           0","0.1072629492","0.8927370508","0.1072629492","0.8927370508","0"
"           1","10229.972805","       21340","       44605","DebtCon","Office","          13","           0","           0","126.73042833","           0","           5"," 36.46319167","","0","           0","0.0924866595","0.9075133405","0.0924866595","0.9075133405","0"
"           1","4182.2379479","       67997","       87000","DebtCon","Other","          11","           1","           .","93.333333333","           3","          23","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14600","       82698","      104963","DebtCon","Office","          30","           .","           1","344.28202028","           1","          50","33.974281202","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14600","        6871","       52457","DebtCon","ProfExe","           4","           0","           0","317.24400167","           0","          16","17.617908723","","0","           0","0.0160263512","0.9839736488","0.0160263512","0.9839736488","0"
"           0","       14600","       51613","       77912","DebtCon","Office","           0","           0","           0","182.88257536","           0","          25","32.224452406","","0","           0","0.0489409946","0.9510590054","0.0489409946","0.9510590054","0"
"           0","       14600","       86199","       95034","HomeImp","Office","           .","           0","           0","164.29505001","           1","          25","41.546002515","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14600","       82051","      118505","","","           .","           .","           .","           .","           .","           .","35.890562469","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14600","       82837","       95796","DebtCon","Other","           0","           0","           0","148.35522113","           0","          23","42.033084871","","0","           0","0.1136444155","0.8863555845","0.1136444155","0.8863555845","0"
"           0","       14600","       63475","50878.541151","HomeImp","Other","           .","           0","           0","286.30181489","           0","          19","28.638062771","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14700","       49264","       68591","DebtCon","Other","           9","           0","           0","237.83915914","           0","          18"," 31.25670012","","0","           0","0.0483219927","0.9516780073","0.0483219927","0.9516780073","0"
"           0","       14700","       99343","      125821","DebtCon","Mgr","           5","           .","           .","257.04754426","           2","          41","39.832079025","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14700","       30306","       44195","HomeImp","Other","1.6461462889","           0","           1","87.431226279","           2","          12","29.404935156","","0","           0","0.1533292959","0.8466707041","0.1533292959","0.8466707041","0"
"           0","       14700","       47177","       68456","HomeImp","ProfExe","           3","           0","           0","193.68506884","           2","          18","34.542533238","","0","           0","0.0816053403","0.9183946597","0.0816053403","0.9183946597","0"
"           0","12168.338528","       30210","       42751","DebtCon","Mgr","          17","           0","           0","86.641823326","           0","          17","23.397362241","","0","           0","0.0341931372","0.9658068628","0.0341931372","0.9658068628","0"
"           1","       14700","18521.989991","       69136","DebtCon","Other","          14","           0","           0","169.98530778","           0","          18","35.635393849","","0","           0","0.0862788611","0.9137211389","0.0862788611","0.9137211389","0"
"           1","       14700","      148396","      162403","DebtCon","Mgr","3.0757911564","           0","           0"," 163.4989942","           0","          31","35.428415656","","0","           0","0.0475855722","0.9524144278","0.0475855722","0.9524144278","0"
"           0","       14700","           .","           .","","","           .","           .","           .","           .","           .","           .","24.595377852","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14700","       10098","       51653","DebtCon","ProfExe","           3","           0","           0","  302.652472","           0","          16","18.423923816","","0","           0","0.0174188886","0.9825811114","0.0174188886","0.9825811114","0"
"           0","       14700","       76888","       96552","DebtCon","ProfExe","           9","           2","           0","189.56390632","           0","          30","29.417708768","","0","           0","0.0795716502","0.9204283498","0.0795716502","0.9204283498","0"
"           0","       14700","       89448","      115380","DebtCon","Office","          11","           0","           0","222.81508892","           0","          12","40.524796869","","0","           0"," 0.078990341"," 0.921009659"," 0.078990341"," 0.921009659","0"
"           1","       14700","23859.700302","           .","","Other","          14","           0","           1","67.038031911","           0","          11","40.317434429","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14700","      106417","      123580","HomeImp","ProfExe","           9","           0","           0","166.49606529","           3","          31","29.316710061","","0","           0","0.0512974807","0.9487025193","0.0512974807","0.9487025193","0"
"           0","       14700","       27235","       39102","HomeImp","Other","           8","           0","           0","71.420815089","           2","          11","29.151698162","","0","           0","0.0946553453","0.9053446547","0.0946553453","0.9053446547","0"
"           0","       14700","43677.886071","      101320","HomeImp","ProfExe","           6","           0","           0","120.82737185","           0","          26"," 25.27620451","","0","           0","0.0409599617","0.9590400383","0.0409599617","0.9590400383","0"
"           1","       14700","       33150","       46053","HomeImp","Other","           8","           0","           0","76.914717556","           2","          11"," 30.69643481","","0","           0","0.1025030695","0.8974969305","0.1025030695","0.8974969305","0"
"           0","       14700","       65660","       81937","DebtCon","Office","           2","           0","           0","106.65751886","           1","          19","25.197806875","","0","           0","0.0417202078","0.9582797922","0.0417202078","0.9582797922","0"
"           0","       14700","       35164","       68061","DebtCon","ProfExe","           5","           0","           0","245.67057762","           1","          16","23.112289816","","0","           0","0.0293598781","0.9706401219","0.0293598781","0.9706401219","0"
"           0","       14700","       14275","86238.640014","HomeImp","Other","          14","           0","           1","273.60251714","           0","          23"," 26.84247974","","0","           0","0.0654997177","0.9345002823","0.0654997177","0.9345002823","0"
"           0","       14700","       76931","       94245","DebtCon","Other","           5","           3","           0","78.687519875","           0","          21","25.430314939","","0","           0","0.1536609825","0.8463390175","0.1536609825","0.8463390175","0"
"           1","       14700","       63000","       89250","DebtCon","ProfExe","           4","           0","           0","87.466666667","           0","          28","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14700","       82967","      114835","","","           .","           .","           .","           .","           .","           .","34.478073974","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14700","       90662","      111778","DebtCon","ProfExe","           1","           1","           1","148.42324633","           0","          33","31.770101546","","0","           0","0.1113186516","0.8886813484","0.1113186516","0.8886813484","0"
"           0","       14700","       35832","       66260","DebtCon","ProfExe","           7","           0","           0","277.79408675","           0","          16","23.705359284","","0","           0"," 0.024301753"," 0.975698247"," 0.024301753"," 0.975698247","0"
"           0","       14800","       76875","       95893","DebtCon","Other","           4","           2","           0","88.754574794","           0","          21","24.224695417","","0","           0","0.0949056933","0.9050943067","0.0949056933","0.9050943067","0"
"           0","       14800","       90722","      105695","DebtCon","Office","          31","           .","           0","321.40837406","           2","          50","35.240741305","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14800","       48910","       70039","DebtCon","Other","           8","           0","           1","94.971595989","           3","          48","30.920501687","","0","           0","0.1147751619","0.8852248381","0.1147751619","0.8852248381","0"
"           0","       14800","      100255","      116160","DebtCon","Other","          10","           0","           0","184.77721416","           0","          26","34.483990385","","0","           0","0.0563279883","0.9436720117","0.0563279883","0.9436720117","0"
"           0","       14800","       53738","       66258","DebtCon","Other","           7","           0","           0","240.86344144","           0","          17","34.532496085","","0","           0","0.0596786814","0.9403213186","0.0596786814","0.9403213186","0"
"           0","       14800","31084.944393","       69422","DebtCon","Other","           3","           0","           0","191.17794146","           0","          13"," 36.64708052","","0","           0"," 0.093090549"," 0.906909451"," 0.093090549"," 0.906909451","0"
"           1","       14800","           .","           .","HomeImp","ProfExe","           0","           .","           .","           .","           .","           .","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14800","       64365","       85272","DebtCon","Other","           0","           1","           0","242.55236799","           2","          26","29.819634389","","0","           0"," 0.078783064"," 0.921216936"," 0.078783064"," 0.921216936","0"
"           1"," 11262.75589","       63800","94252.081506","HomeImp","Mgr","           9","           0","           4","185.43333333","           2","          14","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14800","           .","20735.743011","DebtCon","Other","           .","           .","           .","       339.7","           .","          17","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14800","       49000","       98900","HomeImp","Other","         0.1","           0","           3","51.666666667","           1","          10","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14800","       38000","       59000","DebtCon","","           6","           1","           0","107.53333333","           2","          10","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14800","       86861","82908.937764","HomeImp","Office","           .","           0","           0","162.02394644","           0","          26","42.897162114","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14800","       46698","       60679","DebtCon","","           6","           1","           0","126.49380515","           2","          10","28.394817363","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14800","       30282","       61986","DebtCon","ProfExe","           7","           0","           0","249.24880458","           0","          16","21.009280887","","0","           0","0.0219667911","0.9780332089","0.0219667911","0.9780332089","0"
"           0","       14800","       41807","       50931","DebtCon","ProfExe","           4","           0","           0","269.71854827","           1","          35","38.507887732","","0","           0","0.0591264441","0.9408735559","0.0591264441","0.9408735559","0"
"           0","       14800","       43983","       60826","DebtCon","","           4","           1","           1","113.89796663","           1","           9","27.108081708","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","3075.5479333","       63508","       87310","DebtCon","Other","           2","           0","           0","127.16522994","           3","          10","38.953722682","","0","           0","0.1702622337","0.8297377663","0.1702622337","0.8297377663","0"
"           0","       14800","       60573","26989.991745","DebtCon","Other","           0","           0","           0","30.009474259","           2","           3","39.080207117","","0","           0","0.1764608161","0.8235391839","0.1764608161","0.8235391839","0"
"           0","5401.9772629"," 77515.79487","      107208","DebtCon","Office","          30","           .","           0","329.76021459","           1","          50","36.745013007","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14800","       16448","20425.734743","DebtCon","Office","           7","           0","           0","91.005539849","           0","          16","19.240351261","","0","           0","0.0269150849","0.9730849151","0.0269150849","0.9730849151","0"
"           0","       14800","       73887","31735.870879","DebtCon","Other","           6","           0","           0","81.314818639","           2","          13","33.981408348","","0","           0","0.0947426763","0.9052573237","0.0947426763","0.9052573237","0"
"           0","       14900","       65303","       84590","DebtCon","Office","           6","           0","           0","121.06495368","           1","          19","22.576823939","","0","           0","0.0330310715","0.9669689285","0.0330310715","0.9669689285","0"
"           0","       14900","      101179","      117405","HomeImp","Office","           2","           0","           0","133.93050973","           1","          22","35.547407219","","0","           0"," 0.075013936"," 0.924986064"," 0.075013936"," 0.924986064","0"
"           0","       14900","       70872","       88731","DebtCon","Other","           4","           0","           0","243.99793481","           3","          26","29.048020616","","0","           0"," 0.053099037"," 0.946900963"," 0.053099037"," 0.946900963","0"
"           1","13915.738359","       54359","       78408","DebtCon","Self","           4","           3","           0","129.96775559","           0","          24","3.0161414514","","0","           0","0.0382734581","0.9617265419","0.0382734581","0.9617265419","0"
"           1","       14900","       55480","       76464","HomeImp","Other","          15","           0","           1","122.08949983","           5","          20"," 43.06260476","","0","           0","  0.34626404","  0.65373596","  0.34626404","  0.65373596","0"
"           0","5470.6216878","22104.875714","       81390","HomeImp","ProfExe","          12","           0","           2","170.76666667","           0","          14","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14900","       45701","       78186","DebtCon","Mgr","           5","           0","           0","125.03135342","           1","           8","26.343855653","","0","           0","0.0524816444","0.9475183556","0.0524816444","0.9475183556","0"
"           0","       14900","       85486","       97795","HomeImp","Office","           .","           0","           0","173.01078502","           1","          26","41.583529165","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14900","       66329","51662.140146","HomeImp","ProfExe","           9","           0","           0","279.24075144","           0","          11"," 36.19837544","","0","           0"," 0.052827779"," 0.947172221"," 0.052827779"," 0.947172221","0"
"           0","       14900","       89872","      118027","DebtCon","ProfExe","           0","           1","           1","155.44545292","           1","          34","33.135696766","","0","           0","0.1356507535","0.8643492465","0.1356507535","0.8643492465","0"
"           0","       14900","           .","       44066","HomeImp","Other","           0","           0","           0","313.77973109","           1","           8","27.751942776","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       14900","       87167","      114219","DebtCon","ProfExe","           8","           0","           0","194.11317353","           2","          36","41.329763904","","0","           0","0.0910639673","0.9089360327","0.0910639673","0.9089360327","0"
"           1","8408.6099079","       57557","       80611","DebtCon","Other","          12","           0","           0","103.10650454","           0","           7","39.840875348","","0","           0","0.1332764814","0.8667235186","0.1332764814","0.8667235186","0"
"           0","       14900","24475.052456","       86628","HomeImp","Other","           .","           0","           0","288.58189104","           0","          20","28.275562841","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","2815.0269123","       22245","       31531","DebtCon","Office","           7","           0","           0","91.074218176","           0","          16","21.620580277","","0","           0","0.0328270737","0.9671729263","0.0328270737","0.9671729263","0"
"           0","       14900","37561.716033","       72331","DebtCon","ProfExe","           6","           0","           0","156.33174453","           2","          11","28.164440536","","0","           0","0.0624804745","0.9375195255","0.0624804745","0.9375195255","0"
"           0","       14900","       82930","      103352","HomeImp","ProfExe","           6","           0","           0","105.67597798","           0","          27","27.473814727","","0","           0","0.0409080549","0.9590919451","0.0409080549","0.9590919451","0"
"           0","       14900","       87391","       99494","HomeImp","Other","          18","           0","           0","134.85999691","           4","          23","29.535058556","","0","           0","0.0783440795","0.9216559205","0.0783440795","0.9216559205","0"
"           0","       14900","       97646","      139884","HomeImp","ProfExe","          13","           0","           0","119.08311639","           5","          22","36.360597073","","0","           0","0.1365748866","0.8634251134","0.1365748866","0.8634251134","0"
"           0","       14900","21444.003979","       70075","DebtCon","Office","           0","           0","           0","153.69186903","           0","          25","30.900915596","","0","           0","0.0541902135","0.9458097865","0.0541902135","0.9458097865","0"
"           0","       14900","       97930","      113886","DebtCon","Office","           3","           0","           0"," 267.8272583","           0","          33","28.420293345","","0","           0","0.0239685493","0.9760314507","0.0239685493","0.9760314507","0"
"           0","       14900","       51219","83033.976164","DebtCon","Other","           1","           0","           0","275.28311554","           5","          42","39.323885122","","0","           0","0.1125828283","0.8874171717","0.1125828283","0.8874171717","0"
"           0","       14900","       48649","       81342","DebtCon","Mgr","           3","           0","           0","110.05673141","           0","           8","28.802398701","","0","           0","0.0573893507","0.9426106493","0.0573893507","0.9426106493","0"
"           1","       14900","       58204","       71257","DebtCon","Office","           3","           3","           2","206.51873487","           1","          50","43.762930265","","0","           0","0.4959654708","0.5040345292","0.4959654708","0.5040345292","0"
"           0","       14900","       69723","       83553","DebtCon","Office","           5","           0","           0","114.85553461","           1","          19","22.957291799","","0","           0","0.0338465767","0.9661534233","0.0338465767","0.9661534233","0"
"           0","       14900","19641.455827","      103297","DebtCon","Other","           4","           2","           0","83.466086341","           0","          20","22.553039619","","0","           0","0.1145965744","0.8854034256","0.1145965744","0.8854034256","0"
"           0","       14900","       60667","33339.625917","DebtCon","","           6","           .","           .","           .","           .","           .","27.573736504","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","  2535.31043","       45797","       71942","DebtCon","Other","          11","           0","           0","233.67873071","           0","          17","33.550265214","","0","           0","0.0602181396","0.9397818604","0.0602181396","0.9397818604","0"
"           0","       14900","       36120","       57095","DebtCon","ProfExe","           4","           0","           0","239.02367545","           1","          35","38.171623527","","0","           0","0.0652185849","0.9347814151","0.0652185849","0.9347814151","0"
"           1","9244.2643103","           .","       54869","DebtCon","Office","           8","           .","           .","           .","           .","           .","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       15000","       80988","       97404","DebtCon","ProfExe","          10","           3","           0","188.50167197","           1","          30","  26.5682704","","0","           0","0.1091961747","0.8908038253","0.1091961747","0.8908038253","0"
"           0","       15000","60939.923915","      134347","DebtCon","ProfExe","          14","           0","           0","305.91507573","           0","          18","29.653563484","","0","           0","0.0346928136","0.9653071864","0.0346928136","0.9653071864","0"
"           0","       15000","       93226","      108149","DebtCon","Sales","          11","           .","           1","152.79769083","           1","          17","34.250266185","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       45000","       85000","HomeImp","Mgr","          11","           0","           0","         110","           0","          31","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","6656.9288129","      399550","           .","HomeImp","Mgr","         0.9","           0","           0","138.16666667","           1","          18","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","           .","           .","HomeImp","","           1","           1","           0","108.53333333","           0","          22","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       63000","      100050","DebtCon","Other","           .","           1","           0","       135.3","           1","          20","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","        4734","       55500","HomeImp","Other","          24","           2","           0","        14.6","           1","           1","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","           .","       27500","HomeImp","Other","          11","           1","           1","        62.3","           2","           3","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","        8200","       42075","DebtCon","ProfExe","          18","           1","           0","122.23314815","           0","          23","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       98000","      132790","DebtCon","Other","         1.5","           0","           3","107.66666667","           1","          21","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       49200","       72900","DebtCon","Other","          10","           0","           0","174.03329961","           1","          16","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","      163000","      207562","DebtCon","ProfExe","           6","           0","           0","247.58424908","           1","          27","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","9091.9777723","       45000","       68250","DebtCon","Other","           7","           0","           1","55.966666667","           0","           4","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       86000","           .","DebtCon","Mgr","           1","           0","           0","        63.7","           1","          27","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       37000","       58488","HomeImp","Other","           2","           0","           0","266.93333333","           0","          48","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","23829.985608","      114000","DebtCon","ProfExe","          18","           0","           0","207.23333333","           0","          27","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","5402.0805635","       40772","       62025","HomeImp","Other","           .","           0","           1","       120.6","           2","          19","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       20000","       47394","HomeImp","Other","          13","           0","           0","66.133333333","           0","          11","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1"," 13673.56121","       29000","77630.920828","HomeImp","Other","           7","           0","           4","97.666666667","           1","           8","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       38000","       73200","DebtCon","Other","           6","           0","           0","       171.3","           0","          17","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","681.98100695","           .","           .","DebtCon","","           0","           2","           1","91.266666667","           1","          10","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","28245.918394","      122400","HomeImp","Mgr","           1","           0","           2","136.46666667","           0","          19","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","1555.9777322","2229.8497967","       72500","DebtCon","Other","          10","           0","           0","        75.4","           2","           9","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       57900","       88200","DebtCon","ProfExe","          10","           .","           .","           .","           .","           .","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       34200","       38900","DebtCon","Other","         9.2","           0","           0","       170.7","           4","          21","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       37624","       60562","DebtCon","Other","           .","           0","           1","186.86666667","           7","          26","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","      106239","62173.275766","DebtCon","ProfExe","        19.5","           0","           1","         9.1","           2","          24","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       18500","       19000","DebtCon","Other","           2","           0","           1","20.166666667","           0","           2","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","        5500","       29025","DebtCon","Other","          25","           0","           5","       275.5","           1","          19","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
